star_id,name,ra_deg,dec_deg,ecliptic_longitude_deg,ecliptic_latitude_deg,epoch,magnitude,orb_default_deg,orb_mag_le_1_deg,provenance
ancha,Ancha,334.208475,-7.783290,333.263470,2.706861,J2000,4.17,0.333,0.1667,HIP 110003; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
sadalmelik,Sadalmelik,331.445985,-0.319851,333.352469,10.661575,J2000,2.95,0.333,0.1667,HIP 109074; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
fomalhaut,Fomalhaut,344.412570,-29.622236,333.860151,-21.135570,J2000,1.17,0.333,0.1667,HIP 113368; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
deneb,Deneb,310.357980,45.280338,335.329224,59.906149,J2000,1.25,0.333,0.1667,HIP 102098; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
sadachbia,Sadachbia,335.414070,-1.387331,336.714043,8.235165,J2000,3.86,0.333,0.1667,HIP 110395; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
biham,Biham,332.549940,6.197865,336.833092,16.340624,J2000,3.52,0.333,0.1667,HIP 109427; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
skat,Skat,343.662555,-15.820820,338.873466,-8.191339,J2000,3.27,0.333,0.1667,HIP 113136; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
wurren,Wurren,17.096130,-55.245760,342.379109,-55.131706,J2000,3.94,0.333,0.1667,HIP 5348; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
achernar,Achernar,24.428340,-57.236757,345.311133,-59.378076,J2000,0.45,0.333,0.1200,HIP 7588; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
ankaa,Ankaa,6.570840,-42.305981,345.493643,-40.632989,J2000,2.40,0.333,0.1667,HIP 2081; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
homam,Homam,340.365495,10.831364,346.151607,17.679471,J2000,3.41,0.333,0.1667,HIP 112029; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
fumalsamakah,Fumalsamakah,345.969225,3.820045,348.585398,9.053081,J2000,4.48,0.333,0.1667,HIP 113889; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
markab,Markab,346.190220,15.205264,353.485601,19.406028,J2000,2.49,0.333,0.1667,HIP 113963; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
sadalbari,Sadalbari,342.500775,24.601579,354.385879,29.386889,J2000,3.51,0.333,0.1667,HIP 112748; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
matar,Matar,340.750560,30.221245,355.713228,35.108181,J2000,2.93,0.333,0.1667,HIP 112158; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
scheat,Scheat,345.943515,28.082789,359.374130,31.140539,J2000,2.44,0.333,0.1667,HIP 113881; Solar Fire Bright Stars (FK6 reduction); HYG Database v4.1 commit c7f7f883fe678cc7680169a50ccd7dcc49b060ce (CC-BY-SA 4.0); RA/Dec to ecliptic using ε=23.4392911°
